POST_CODE,POST_NAME,x,y
26706,Hýskov,14.04948475,49.99843341
26707,Chyòava,14.05554490,50.03128559
26711,Vráž u Berouna,14.12649564,49.98650269
26712,Lodìnice u Berouna,14.15879917,49.99959918
26716,Vysoký Újezd u Berouna,14.19761102,49.99270214
26717,Moøina,14.21132055,49.95322366
26718,Karlštejn,14.19412126,49.95523527
26721,Tmaò,14.03746780,49.91086546
26722,Suchomasty,14.06115516,49.89968814
26723,Lochovice,13.98688905,49.85221568
26724,Hostomice pod Brdy,14.05254516,49.83230498
26725,Osov,14.09026843,49.84366551
26726,Všeradice,14.10120020,49.87241760
26727,Liteò,14.14454269,49.89586573
26728,Svinaøe,14.18484228,49.88875997
26729,Zadní Tøebaò,14.20684943,49.91038775
26741,Kublov,13.87651112,49.94341088
26742,Broumy,13.85723086,49.94379429
26743,Bzová u Hoøovic,13.84789609,49.90577145
26751,Zdice,13.93766015,49.90226342
26753,Žebrák,13.88913727,49.87168188
26754,Praskolesy,13.93575761,49.86728081
26761,Cerhovice,13.83509084,49.84824250
26762,Komárov u Hoøovic,13.85880297,49.80051837
26763,Zajeèov,13.84001495,49.74586776
26764,Olešná u Hoøovic,13.80973758,49.78128318
26801,Hoøovice,13.91516207,49.83399147
26901,Rakovník 1,13.73413213,50.11305244
27001,Knìževes u Rakovníka,13.65104645,50.14421205
27002,Kolešovice,13.60279730,50.13691947
27004,Hoøesedly,13.57316582,50.16648642
27006,Kounov u Rakovníka,13.66432317,50.21374043
27007,Mutìjovice,13.69968770,50.19132892
27008,Høedle,13.75223952,50.19039951
27009,Krupá,13.72643231,50.17332635
27021,Pavlíkov,13.75780915,50.05702578
27023,Køivoklát,13.85251909,50.02297045
27024,Zbeèno,13.93172862,50.02976112
27031,Senomaty,13.63063163,50.09942411
27032,Oráèov,13.53783847,50.11183943
27033,Jesenice u Rakovníka,13.48305414,50.08292397
27034,Èistá u Rakovníka,13.56855353,50.03240029
27035,Petrovice u Rakovníka,13.63731837,50.05408378
27036,Lubná u Rakovníka,13.70593256,50.07600823
27041,Slabce,13.72807463,49.99696111
27042,Skryje u Rakovníka,13.78114040,49.95230666
27051,Lužná v Èechách,13.78745278,50.13260939
27052,Lišany u Rakovníka,13.74241626,50.15112465
27053,Krušovice,13.77149985,50.17201722
27054,Øevnièov,13.81685858,50.20269572
27055,Pochvalov,13.79245791,50.23266776
27061,Lány,13.93047329,50.12011650
27062,Rynholec,13.92628004,50.13647445
27064,Mšec,13.90831696,50.19159140
27065,Srbeè,13.88601565,50.22483762
27101,Nové Strašecí,13.88171988,50.13173787
27201,Kladno 1,14.10649245,50.14267462
27203,Kladno 3,14.14610892,50.15587366
27204,Kladno 4,14.06840432,50.13715254
27301,Kamenné Žehrovice,13.99696059,50.10431574
27302,Tuchlovice,14.00152648,50.14137732
27303,Stochov,13.95795661,50.15243539
27304,Kaèice,13.97955361,50.17213137
27305,Smeèno,14.02938539,50.19193887
27306,Libušín,14.05828543,50.17220440
27307,Vinaøice u Kladna,14.08902656,50.17651758
27308,Pchery,14.11652931,50.19152226
27309,Kladno 7,14.11370946,50.17063139
27321,Hobšovice,14.16023702,50.27441084
27322,Hospozín,14.16753559,50.31674586
27323,Èernuc,14.20338858,50.31132749
27324,Velvary,14.24143189,50.29119902
27325,Zvolenìves,14.17726296,50.22995880
27326,Olovnice,14.22475933,50.23854529
27327,Otvovice,14.26934477,50.21291692
27328,Zákolany,14.24611359,50.19979862
27329,Koleè,14.22004507,50.19679323
27341,Brandýsek,14.16746463,50.19564730
27342,Stehelèeves,14.20290550,50.17714092
27343,Buštìhrad,14.19222156,50.15697903
27345,Høebeè,14.15983302,50.13309147
27351,Unhoš,14.11949724,50.08272321
27353,Hostouò u Prahy,14.19044636,50.11435076
27354,Lidice,14.20094888,50.14018886
27361,Velká Dobrá,14.07854498,50.11459526
27362,Družec,14.04330564,50.09351858
27363,Bratronice,13.99258491,50.06159551
27364,Doksy u Kladna,14.04730082,50.11912616
27371,Zlonice,14.08542649,50.28757461
27372,Šlapanice v Èechách,14.10143350,50.31865132
27373,Vraný u Slaného,14.02250513,50.33061577
27374,Klobuky v Èechách,13.95606859,50.27739628
27375,Tøebíz,14.00042806,50.26240476
27376,Pozdeò,13.93272575,50.23981632
27377,Malíkovice,13.96554994,50.20788465
27378,Øisuty,13.98255317,50.22162719
27379,Tuøany u Slaného,14.02074590,50.23693295
27401,Slaný 1,14.10152846,50.23554214
27601,Mìlník 1,14.46599740,50.35737022
27701,Dolní Beøkovice,14.43446875,50.38426103
27703,Horní Poèaply,14.39581893,50.41363879
27704,Cítov,14.39449057,50.37476627
27705,Spomyšl,14.34883315,50.34374850
27706,Lužec nad Vltavou,14.40400922,50.33023152
27707,Vraòany,14.34759437,50.32656343
27708,Ledèice,14.28647701,50.33860145
27711,Neratovice 1,14.50932032,50.26233628
27713,Kostelec nad Labem,14.59322804,50.22318624
27714,Døísy,14.64016480,50.24599534
27715,Tišice,14.56019894,50.26290616
27716,Všetaty,14.58018439,50.28502514
27721,Libìchov,14.49566899,50.45974870
27723,Kokoøín,14.56398764,50.44840670
27724,Vysoká u Mìlníka,14.52102392,50.40618660
27731,Velký Borek,14.54396524,50.34097619
27732,Byšice,14.60863840,50.31607195
27733,Øepín,14.62719382,50.37237236
27734,Nebužely,14.58039193,50.38505460
27735,Mšeno u Mìlníka,14.64390462,50.43758190
27736,Lobeè,14.66643556,50.45915177
27737,Chorušice,14.66671463,50.38944025
27738,Mìlnické Vtelno,14.67989299,50.35360858
27741,Kly,14.51310707,50.30641993
27742,Obøíství,14.47513370,50.30349090
27743,Chlumín,14.44704175,50.28407063
27744,Vojkovice u Kralup n.Vlt.,14.38044987,50.28471942
27745,Úžice u Kralup n.Vltavou,14.40375219,50.28187256
27746,Veltrusy,14.33585027,50.27677155
27751,Nelahozeves,14.29485227,50.26984833
27752,Nová Ves u Mìlníka,14.31289763,50.31073951
27801,Kralupy nad Vltavou 1,14.31671995,50.23364382
28002,Kolín 2,15.17697192,50.03478662
28101,Velim,15.10394107,50.06273458
28102,Cerhenice,15.08035815,50.07872950
28103,Radim u Kolína,15.00042250,50.07267412
28104,Plaòany,15.03530679,50.05025376
28106,Vitice,14.92188855,50.03097855
28107,Svojšice u Kolína,15.04381724,50.00286887
28121,Èervené Peèky,15.20808850,49.97913865
28123,Starý Kolín,15.28866454,50.00868307
28125,Konárovice,15.27615123,50.03582361
28126,Týnec nad Labem,15.37727445,50.07415524
28127,Krakovany v Èechách,15.35883503,50.06872373
28128,Radovesnice,15.35711250,50.10389865
28129,Žiželice nad Cidlinou,15.38508546,50.12689222
28130,Ohaøe,15.29537697,50.09742013
28141,Ratboø,15.15914815,49.97934347
28143,Beèváry,15.07657209,49.95604084
28144,Zásmuky,15.04618704,49.94884959
28146,Horní Kruty,14.95167707,49.92124273
28151,Velký Osek,15.19816191,50.09374288
28161,Kouøim,14.97540852,50.00369591
28162,Oleška u Èeského Brodu,14.91324007,49.97140327
28163,Kostelec nad Èernými Lesy,14.89619536,49.96960726
28166,Jevany,14.82235750,49.97096144
28167,Støíbrná Skalice,14.86092400,49.90338871
28171,Rostoklaty,14.79510908,50.07563141
28201,Èeský Brod,14.85017207,50.06292160
28401,Kutná Hora 1,15.24430655,49.92198969
28403,Kutná Hora 3,15.28832743,49.96718310
28404,Kutná Hora 4,15.26999633,49.97807443
28501,Miskovice u Kutné Hory,15.20896656,49.94884724
28502,Suchdol u Kutné Hory,15.16635726,49.95196113
28504,Uhlíøské Janovice,15.06633604,49.87179528
28506,Sázava,14.93682008,49.84923666
28507,Rataje nad Sázavou,14.97475968,49.84851173
28509,Kácov,15.03263693,49.77599306
28510,Èestín,15.10491192,49.80536815
28511,Nepomìøice,15.14421738,49.88013299
28521,Zbraslavice,15.18509502,49.81262756
28522,Zruè nad Sázavou 1,15.13931556,49.76983367
28523,Vlastìjovice,15.18054750,49.73701283
28525,Bohdaneè u Zbraslavic,15.22341836,49.77781851
28531,Nové Dvory u Kutné Hory,15.32493860,49.97556730
28532,Hlízov,15.29304313,49.98940966
28533,Církvice u Kutné Hory,15.34126793,49.95149759
28541,Malešov,15.22744687,49.91205198
28542,Èervené Janovice,15.26055589,49.83208495
28543,Pabìnice,15.30661270,49.84225110
28544,Tøebonín,15.31038354,49.86460555
28545,Kluky u Kutné Hory,15.32215039,49.90220510
28546,Úmonín,15.27522064,49.88596424
28547,Køesetice,15.26594603,49.90938471
28561,Žleby,15.47761325,49.88967515
28562,Hostovlice u Èáslavì,15.46514468,49.86522152
28563,Tupadly,15.40588098,49.87217361
28564,Vlkaneè,15.40986986,49.80252641
28565,Zbýšov v Èechách,15.35179513,49.80764943
28571,Vrdy,15.46217743,49.92593606
28572,Bílé Podolí,15.48490692,49.96369391
28573,Horušice,15.43872003,49.99751211
28574,Záboøí nad Labem,15.35444972,50.02255325
28575,Žehušice,15.41341061,49.96169985
28576,Chotusice,15.39326031,49.95146767
28601,Èáslav,15.37364053,49.87487743
28802,Nymburk 2,15.04932546,50.20399499
28901,Dymokury,15.21995919,50.24765991
28902,Knìžice u Mìstce Králové,15.33967970,50.26751355
28903,Mìstec Králové,15.30330563,50.21746373
28904,Opoènice,15.24450469,50.17885229
28905,Žehuò,15.29895378,50.13948488
28906,Sány,15.24252293,50.12033654
28907,Libice nad Cidlinou,15.19551159,50.13014799
28908,Bìrunice,15.34185138,50.18791337
28911,Peèky,15.02447788,50.09722252
28912,Sadská,14.95704546,50.13891436
28913,Zvìøínek,15.02696218,50.15503454
28914,Poøíèany,14.91837631,50.10986704
28915,Kounice,14.83656110,50.11734615
28916,Pøerov nad Labem,14.83412026,50.15804041
28917,Semice,14.87660310,50.16104696
28921,Kostomlaty nad Labem,14.95568223,50.18813774
28922,Lysá nad Labem,14.84831021,50.20615797
28923,Milovice nad Labem 1,14.89350636,50.24075865
28924,Milovice nad Labem 3,14.88693076,50.22839879
28925,Straky,14.96095815,50.22827034
28926,Stará Lysá,14.80007942,50.22868079
28931,Bobnice,15.07290424,50.22008935
28932,Oskoøínek,15.08096322,50.24982561
28933,Køinec,15.13614579,50.26276467
28934,Rožïalovice,15.14862352,50.30848921
28935,Košík,15.13548750,50.32924248
28936,Mcely,15.06863997,50.29990389
28937,Louèeò,15.02565464,50.28179962
28941,Pòov,15.14184414,50.09323542
29001,Podìbrady,15.13108280,50.15430314
29301,Mladá Boleslav 1,14.90431001,50.41700592
29306,Kosmonosy,14.92752999,50.43999951
29307,Josefùv Dùl u M.Boleslavì,14.87485891,50.46469080
29401,Bakov nad Jizerou,14.93247182,50.47858672
29402,Knìžmost,15.05670751,50.48796910
29403,Obruby,15.08274180,50.45809533
29404,Dolní Bousov,15.10485863,50.42747474
29405,Dlouhá Lhota u Ml.Boles.,15.05863145,50.42505888
29406,Bøezno u Mladé Boleslavì,15.02389307,50.41328156
29411,Loukov u Mnich.Hradištì,15.03226174,50.56362230
29412,Žïár u Mnichova Hradištì,15.09308012,50.53342816
29413,Mohelnice nad Jizerou,14.96204671,50.58012744
29414,Jivina u Mnich.Hradištì,14.94934548,50.55179126
29415,Klášter Hradištì n.Jiz.,14.94593595,50.53063987
29421,Bìlá pod Bezdìzem,14.81011049,50.51753861
29423,Èistá u Mladé Boleslavì,14.82665801,50.47433783
29424,Bøezovice u Ml.Boleslavì,14.73938307,50.48877567
29425,Katusice,14.76962581,50.45684771
29426,Skalsko,14.72853788,50.41817026
29427,Velké Všelisy,14.74509628,50.37293376
29428,Chotìtov,14.80218142,50.33797604
29429,Bezno,14.78857032,50.36648396
29430,Dolní Cetno,14.81114776,50.40002062
29431,Krnsko,14.86396193,50.36788519
29441,Dobrovice,14.96048776,50.36486597
29442,Luštìnice,14.93838347,50.32114592
29443,Èachovice u Ml.Boleslavì,14.93547686,50.27355873
29445,Jabkenice,15.01739439,50.32139827
29446,Semèice,15.02486813,50.36251430
29447,Ledce u Mladé Boleslavi,15.07801675,50.35220581
29448,Domousnice,15.09832079,50.39849290
29471,Benátky nad Jizerou 1,14.83148734,50.29279362
29473,Brodce nad Jizerou,14.86047830,50.33145337
29474,Pøedmìøice nad Jizerou,14.74279100,50.24023116
29475,Sojovice,14.76293404,50.22044328
29476,Kostelní Hlavno,14.69397570,50.26825258
29477,Meèeøíž,14.73815468,50.28647857
29478,Dolní Slivno,14.73440896,50.30932163
29479,Kropáèova Vrutice,14.70504105,50.32177976
29501,Mnichovo Hradištì,14.93478472,50.53503308
30100,Plzeò 1,13.36660631,49.72594385
31200,Plzeò 12,13.43769546,49.75914793
31800,Plzeò 18,13.32667582,49.73306827
32100,Plzeò 21,13.34993145,49.68964632
32200,Plzeò 22,13.31461520,49.75595950
32300,Plzeò 23,13.37753961,49.78243188
32600,Plzeò 26,13.42990763,49.72092873
33001,Kyšice,13.48809616,49.74997245
33002,Dýšina,13.50551291,49.77209593
33003,Chrást u Plznì,13.48081775,49.79118417
33005,Dobøíè,13.47256835,49.88616462
33007,Druztová,13.44346974,49.79229788
33008,Zruè-Senec,13.42669546,49.80307207
33011,Tøemošná u Plznì,13.40133000,49.83245267
33012,Horní Bøíza,13.36337711,49.85304120
33013,Trnová u Plznì,13.31941640,49.86756964
33014,Ledce u Plznì,13.32752614,49.81944292
33016,Všeruby u Plznì,13.23195292,49.83992492
33017,Chotíkov,13.31039521,49.79723794
33021,Línì,13.27073844,49.69904450
33022,Zbùch,13.22144821,49.67980413
33023,Nýøany,13.15786281,49.71399182
33024,Heømanova Hu,13.07735850,49.71485478
33025,Blatnice u Plznì,13.15947481,49.71689117
33026,Tluèná,13.24071769,49.72603710
33027,Vejprnice,13.27736692,49.72664342
33032,Kozolupy,13.23634704,49.75857369
33033,Mìsto Touškov,13.19847544,49.78150996
33035,Líšany,13.18479139,49.83819347
33036,Pernarec,13.09097086,49.85355272
33038,Únìšov,13.10320169,49.90819218
33041,Bezvìrov,13.03834649,49.97815696
33101,Plasy,13.35558440,49.93629142
33141,Kralovice,13.49249406,49.97165111
33144,Kožlany,13.53656616,49.99478490
33151,Kaznìjov,13.43459262,49.89055469
33152,Dolní Bìlá,13.26216099,49.89024690
33162,Manìtín,13.19763048,49.98042874
33165,Žihle,13.34961258,50.05744993
33201,Tymákov,13.51199713,49.71366782
33202,Starý Plzenec,13.46691779,49.69685106
33203,Šáhlavy,13.52593187,49.67890990
33204,Nezvìstice,13.50298639,49.64131999
33205,Chválenice,13.47505329,49.64320584
33207,Støížovice u Plznì,13.45696672,49.61376774
33209,Štìnovice,13.39597366,49.65285836
33211,Hradec u Stoda,13.12102471,49.63495283
33214,Chotìšov,13.20558899,49.65905116
33301,Stod,13.13268133,49.64030235
33401,Pøeštice,13.32530414,49.56486787
33441,Dobøany,13.28853284,49.65518203
33442,Chlumèany u Pøeštic,13.30799055,49.62912355
33443,Dnešice,13.26410512,49.60878751
33444,Dolní Lukavice,13.33250895,49.59786304
33452,Merklín u Pøeštic,13.17829174,49.55060284
33453,Roupov,13.24959803,49.53933159
33454,Lužany u Pøeštic,13.31233757,49.54599660
33455,Horšice,13.38795074,49.52947734
33501,Nepomuk 1,13.60043708,49.48889289
33503,Nepomuk 3,13.60711827,49.49509279
33541,Vrèeò,13.63014405,49.51019155
33543,Dožice,13.70474509,49.52437916
33544,Kasejovice,13.72553320,49.45625177
33546,Oselce,13.67052242,49.43687184
33547,Nekvasovy,13.62387650,49.43302540
33551,Mìcholupy u Blovic,13.55343752,49.52576898
33554,Žinkovy,13.49047318,49.48194308
33555,Neurazy,13.50877774,49.44162258
33561,Spálené Poøíèí,13.62591699,49.61734271
33563,Nové Mitrovice,13.68490890,49.58216030
33564,Èížkov u Blovic,13.68128112,49.54286548
33601,Blovice,13.51573114,49.56173176
33701,Rokycany 1,13.63755906,49.75387762
33801,Holoubkov,13.69262568,49.77782394
33805,Mýto v Èechách,13.74611469,49.77882657
33806,Cheznovice,13.77993341,49.78068947
33808,Zbiroh,13.72271602,49.89303606
33821,Osek u Rokycan,13.60536204,49.78616497
33822,Volduchy,13.64010206,49.77012417
33824,Bøasy 1,13.55903988,49.83269267
33828,Radnice u Rokycan,13.63411344,49.84788666
33841,Klabava,13.54042160,49.75520099
33842,Hrádek u Rokycan,13.62725841,49.71565314
33843,Mirošov 1,13.69015025,49.67286803
33844,Dobøív,13.68676833,49.71608734
33845,Strašice,13.76951192,49.74270723
33901,Klatovy 1,13.30071466,49.35418811
34004,Železná Ruda,13.23207830,49.14621259
34012,Švihov,13.32164508,49.48146697
34014,Chudenice,13.17602319,49.46611593
34021,Janovice nad Úhlavou,13.23074687,49.32193846
34022,Nýrsko,13.15000986,49.25298183
34034,Plánice,13.48633431,49.39113680
34101,Horažïovice,13.64252535,49.35618662
34142,Kolinec,13.40690864,49.28471470
34192,Kašperské Hory,13.50235493,49.06181912
34201,Sušice 1,13.50764486,49.19226042
34401,Domažlice 1,12.85817710,49.42080751
34501,Mrákov,12.95576573,49.39558130
34502,Kout na Šumavì,12.99863098,49.39667924
34506,Kdynì,13.06562389,49.37651210
34507,Všeruby u Kdynì,12.98847333,49.34003393
34509,Pocinovice,13.12630783,49.33709798
34521,Meclov,12.87319719,49.50712668
34522,Pobìžovice,12.77903282,49.50399545
34525,Hostouò u Horš.Týna,12.70785993,49.55782176
34526,Bìlá nad Radbuzou,12.70460191,49.59421622
34532,Èeská Kubice,12.85200175,49.36100167
34533,Trhanov,12.81082910,49.41090684
34534,Klenèí pod Èerchovem,12.81787021,49.43468233
34535,Postøekov,12.78580518,49.45506960
34543,Koloveè,13.10498669,49.47444088
34545,Blížejov,12.98710606,49.50370533
34561,Staòkov,13.05834628,49.53865378
34562,Holýšov,13.06967393,49.59242135
34601,Horšovský Týn,12.92796356,49.55384656
34701,Tachov 1,12.54768135,49.78174854
34801,Staré Sedlištì,12.68691638,49.74452168
34802,Bor u Tachova,12.80713418,49.69168793
34806,Pøimda,12.62199993,49.66196258
34813,Chodová Planá,12.77210774,49.90872119
34815,Planá u Mariánských Lázní,12.70113359,49.84955270
34901,Støíbro,12.96647899,49.75003816
34952,Konstantinovy Láznì,12.97537049,49.85585517
34953,Bezdružice,12.90561688,49.89501038
34958,Èernošín,12.88204794,49.82306493
34961,Kladruby u Støíbra,12.98132353,49.71187976
35002,Cheb 2,12.43177833,50.05935952
35101,Františkovy Láznì,12.34306007,50.12051535
35124,Hranice u Aše,12.17261100,50.30211165
35132,Hazlov,12.27705629,50.16141188
35134,Skalná,12.41474195,50.19191246
35135,Plesná u Chebu,12.34392338,50.21913895
35137,Luby u Chebu,12.38434176,50.25547299
35201,Aš 1,12.20322528,50.22812023
35301,Mariánské Láznì 1,12.70150808,49.98410763
35491,Láznì Kynžvart,12.63532318,50.02280541
35601,Sokolov 1,12.65143994,50.14881323
35604,Dolní Rychnov,12.65328518,50.15872324
