POST_CODE,POST_NAME,x,y
35701,Rotava 1,12.55186667,50.30553132
35703,Svatava,12.61290701,50.19041678
35707,Oloví,12.55812101,50.25465655
35709,Habartov,12.53891187,50.20564483
35731,Horní Slavkov,12.79134243,50.13982264
35733,Loket,12.75738679,50.18977713
35734,Nové Sedlo u Lokte,12.72169205,50.20508155
35735,Chodov u Karlových Var 1,12.71681006,50.24691683
35751,Kynšperk nad Ohøí,12.53274589,50.12126786
35755,Bukovany u Sokolova,12.58258669,50.15951828
35801,Kraslice,12.55526650,50.32822834
36001,Karlovy Vary 1,12.88565550,50.20348492
36004,Karlovy Vary 4,12.87929450,50.24285388
36005,Karlovy Vary 5,12.84946971,50.23639207
36006,Karlovy Vary 6,12.82932789,50.22544043
36007,Karlovy Vary 7,12.82718809,50.20213171
36010,Karlovy Vary 10,12.85973000,50.24461946
36017,Karlovy Vary 17,12.82327466,50.24851238
36018,Karlovy Vary 18,12.81446364,50.21472906
36221,Nejdek 1,12.71535066,50.34478202
36222,Nejdek 2,12.74355976,50.32495684
36225,Nová Role,12.79463201,50.28497395
36233,Hroznìtín,12.86762282,50.30946457
36234,Merklín u Karlových Var,12.86600085,50.33164252
36235,Abertamy,12.78674503,50.40298485
36236,Pernink,12.79125681,50.37391944
36251,Jáchymov,12.90010016,50.37693051
36263,Dalovice,12.90556009,50.25050329
36272,Kyselka,13.02032006,50.24414817
36273,Vojkovice nad Ohøí,13.01347768,50.30631237
36301,Ostrov nad Ohøí,12.97255647,50.33785250
36401,Toužim,12.96369517,50.05567693
36452,Žlutice,13.15831561,50.09895025
36453,Chyše,13.24580891,50.11781928
36461,Teplá u Toužimì,12.88437751,49.97162910
36464,Beèov nad Teplou,12.83460533,50.08973652
36471,Bochov,13.04103771,50.16615504
37001,Èeské Budìjovice 1,14.41930874,48.94331093
37004,Èeské Budìjovice 4,14.47814523,48.99174612
37005,Èeské Budìjovice 5,14.42758278,48.98844391
37006,Èeské Budìjovice 6,14.56085832,48.94503739
37007,Èeské Budìjovice 7,14.46764199,48.90047088
37008,Èeské Budìjovice 8,14.50877894,48.94705868
37010,Èeské Budìjovice 10,14.49961195,49.00807978
37011,Èeské Budìjovice 11,14.44359754,49.00377078
37301,Temelín,14.33804520,49.18927772
37304,Chrášany u Týna nad Vlt.,14.38594526,49.29235289
37311,Ledenice,14.62593226,48.93532642
37312,Borovany,14.68834381,48.90062325
37314,Komaøice,14.54569504,48.87460792
37315,Nová Ves u Èes.Budìjovic,14.53840422,48.91771589
37316,Dobrá Voda u È.Budìjovic,14.52683145,48.96740289
37321,Slavèe,14.61078430,48.79640420
37322,Loèenice,14.53399540,48.83296436
37323,Svatý Jan nad Malší,14.50949536,48.81759484
37324,Øímov,14.48055744,48.85379975
37331,Olešnice u Èes.Budìjovic,14.70938769,48.84279245
37332,Jílovice u Trhových Svin,14.72060902,48.88880253
37333,Nové Hrady v již.Èechách,14.76026452,48.77245689
37334,Byòov,14.81567824,48.83142525
37335,Horní Stropnice,14.73546272,48.75932774
37336,Rychnov u Nových Hradù,14.66620559,48.75724867
37341,Hluboká nad Vltavou,14.42764118,49.07020581
37343,Purkarec,14.44151173,49.13671044
37344,Zliv,14.37162217,49.06077300
37346,Pištín,14.34556915,49.04484930
37347,Sedlec u Èes.Budìjovic,14.28486910,49.07554229
37348,Dívèice,14.30323427,49.10445691
37349,Mydlovary,14.34782211,49.08852250
37350,Olešník,14.36771793,49.10602383
37351,Døíteò,14.35003561,49.14051941
37361,Hrdìjovice,14.47604806,49.01830224
37363,Ševìtín,14.57390149,49.09200626
37364,Dynín,14.63490550,49.12833362
37365,Dolní Bukovsko,14.59623725,49.16293054
37366,Žimutice,14.51280137,49.20259593
37367,Borek,14.50459733,49.02735560
37371,Rudolfov,14.55294986,49.00274385
37372,Lišov u Èeských Budìjovic,14.60419178,49.03829520
37373,Štìpánovice u È.Budìjovic,14.66719746,48.98308982
37381,Kamenný Újezd,14.46047694,48.88931825
37382,Boršov nad Vltavou,14.44211824,48.92315547
37383,Èakov,14.30520194,48.98278098
37384,Dubné,14.31708212,48.96978384
37401,Trhové Sviny,14.61504688,48.84289968
37501,Týn nad Vltavou 1,14.40856985,49.21587400
37701,Jindøichùv Hradec 1,14.99362619,49.15021533
37801,Lásenice,14.97163806,49.06995811
37802,Stráž nad Nežárkou,14.94598158,49.05764599
37804,Chlum u Tøebonì,14.91695822,48.97301945
37805,Klikov,14.92279574,48.90985967
37806,Suchdol nad Lužnicí,14.88450458,48.87826227
37807,Rapšach,14.94741222,48.86896519
37808,Dvory nad Lužnicí,14.89470490,48.84010591
37809,Nová Ves nad Lužnicí,14.93629089,48.81433018
37810,Èeské Velenice,14.94394875,48.77504925
37816,Lomnice nad Lužnicí,14.74418229,49.09437364
37817,Novosedly nad Nežárkou,14.82608151,49.07636497
37818,Støíbøec,14.87538243,49.03655413
37821,Kardašova Øeèice,14.86109246,49.21146543
37824,Pluhùv Žïár,14.89808137,49.22332294
37825,Deštná u Jindø.Hradce,14.92732057,49.26089125
37826,Lodhéøov,14.96189736,49.21866061
37831,Horní Pìna,15.04363614,49.09805947
37832,Èímìø,15.07470996,49.06715019
37833,Nová Bystøice,15.11896198,49.04291659
37841,Jarošov nad Nežárkou,15.06397556,49.19174166
37842,Nová Vèelnice,15.06973636,49.23254599
37843,Horní Radouò,14.99853899,49.25898538
37846,Roseè,14.90880928,49.12962487
37852,Blažejov,15.09938318,49.13865721
37853,Strmilov,15.23574214,49.15780334
37855,Popelín,15.19015540,49.21550250
37856,Studená,15.28571773,49.18694925
37858,Velká Lhota,15.33824473,49.14027013
37861,Èlunek,15.13072196,49.10882557
37862,Kunžak,15.19119856,49.11834232
37871,Staré Hobzí,15.46517755,49.00467477
37872,Píseèné nad Dyjí,15.44527102,48.95944594
37873,Dešná u Daèic,15.53625960,48.95164937
37881,Slavonice,15.34679899,49.00282617
37882,St.Mìsto pod Landštejnem,15.25764939,48.98992411
37883,Èeský Rudolec,15.32014730,49.06430003
37891,Budíškovice,15.52936012,49.07706385
37892,Budeè,15.58369084,49.09209296
37901,Tøeboò,14.78528023,48.98557478
38001,Daèice,15.43328124,49.08713455
38101,Èeský Krumlov 1,14.29242238,48.80613470
38202,Zlatá Koruna,14.36191623,48.85154901
38203,Køemže,14.26371378,48.91702540
38206,Brloh,14.19586434,48.93104234
38208,Chvalšiny,14.16486287,48.86916924
38211,Vìtøní,14.31011819,48.73482664
38216,Svìtlík,14.20833134,48.72879543
38218,Rožmberk nad Vltavou,14.36172529,48.64587729
38221,Kájov,14.26118614,48.80775695
38222,Hoøice na Šumavì,14.17485788,48.76311121
38223,Èerná v Pošumaví,14.11769739,48.74163528
38226,Horní Planá,14.09325601,48.74536361
38229,Boletice u Èes.Krumlova,14.06955806,48.83877502
38231,Mirkovice,14.38561175,48.81546815
38232,Velešín,14.42243456,48.81981492
38241,Kaplice 1,14.55937839,48.69452100
38272,Dolní Dvoøištì,14.42058624,48.64340314
38273,Vyšší Brod,14.23082645,48.63707974
38276,Louèovice,14.24155425,48.60805682
38278,Lipno nad Vltavou,14.21141447,48.64587789
38279,Frymburk,14.14749786,48.67620556
38281,Besednice,14.56124372,48.78802939
38282,Benešov nad Èernou,14.62179260,48.72692846
38283,Pohorská Ves,14.63351117,48.63278845
38291,Malonty,14.57113493,48.68166550
38292,Rožmitál na Šumavì,14.37984896,48.70022834
38293,Horní Dvoøištì,14.39812131,48.60824733
38301,Prachatice,14.05316473,48.97672670
38401,Nebahovy,14.05660045,49.00808316
38402,Lhenice,14.15385314,48.99651139
38403,Ktiš,14.12590138,48.91763871
38404,Chroboly,14.06346893,48.95777940
38411,Netolice,14.19315297,49.04560838
38421,Husinec,13.91309037,49.03472901
38422,Vlachovo Bøezí,13.97218952,49.09556433
38425,Dub u Prachatic,14.01170397,49.10120549
38426,Strunkovice nad Blanicí,14.05250990,49.08341785
38427,Vitìjovice,14.07216186,49.04001310
38432,Lažištì,13.91979538,49.04006959
38433,Záblatí u Prachatic,13.94540076,48.99326055
38441,Zbytiny,13.96433836,48.92792940
38442,Lenora,13.80795438,48.92981486
38443,Strážný,13.68537566,48.91281667
38444,Stožec,13.86954763,48.83159511
38451,Volary,13.87214360,48.86552514
38462,Nová Pec,13.92863423,48.77516061
38471,Šumavské Hoštice,13.86636713,49.03951013
38472,Zdíkov,13.68521636,49.06859647
38473,Stachy,13.67475099,49.11598949
38481,Èkynì,13.84068040,49.10115717
38486,Vacov,13.73814472,49.13135168
38491,Horní Vltavice,13.78250429,48.97170509
38492,Borová Lada,13.64926863,48.97038680
38493,Kvilda,13.58109430,49.01439548
38501,Vimperk,13.69198564,49.03413374
38601,Strakonice 1,13.92360105,49.27459041
38701,Volynì,13.90796045,49.16829239
38706,Malenice nad Volyòkou,13.87844854,49.12453634
38711,Katovice,13.82562837,49.27419549
38715,Støelské Hoštice,13.75201595,49.30085404
38716,Volenice,13.75780169,49.23917570
38719,Èestice,13.78615898,49.17395939
38720,Kraselov,13.80014577,49.22437219
38731,Radomyšl,13.93595196,49.31566316
38732,Sedlice u Blatné,13.94101772,49.37625657
38733,Kadov u Blatné,13.78083389,49.40178481
38734,Záboøí u Blatné,13.82260003,49.38161454
38735,Doubravice u Strakonic,13.86268939,49.35207965
38736,Meèichov,13.79803503,49.34590143
38737,Tøebohostice,13.85560678,49.33431683
38742,Lnáøe,13.81397333,49.47816278
38743,Bìlèice,13.87625254,49.50445815
38751,Štìkeò,14.01227848,49.27047631
38752,Cehnice,14.02751375,49.21658630
38756,Èepøovice,13.97866164,49.15904017
38771,Èíèenice,14.22851542,49.15506246
38772,Libìjovice,14.19155136,49.11307830
38773,Bavorov,14.06237536,49.14105177
38775,Skoèice,14.10088707,49.17775609
38801,Blatná,13.89565368,49.42323264
38901,Vodòany,14.15834647,49.15042838
39001,Tábor 1,14.64685973,49.40637723
39002,Tábor 2,14.70231321,49.42573146
39003,Tábor 3,14.65524987,49.43145811
39005,Tábor 5,14.68778370,49.39157681
39101,Sezimovo Ústí 1,14.68680366,49.38024068
39102,Sezimovo Ústí 2,14.71271382,49.38194417
39111,Planá nad Lužnicí,14.68612467,49.34688807
39116,Myslkovice,14.75159400,49.29848288
39117,Košice u Sobìslavì,14.75326642,49.32528626
39118,Choustník,14.84417853,49.33346920
39120,Radenín,14.82558571,49.36528947
39121,Turovec,14.75725517,49.36952565
39126,Tuèapy u Sobìslavì,14.81106571,49.29457917
39127,Dírná,14.85448056,49.24436204
39131,Dražice,14.58339084,49.44309094
39132,Božejovice,14.48680902,49.45538350
39133,Jistebnice,14.54485996,49.49728656
39135,Borotín u Tábora,14.62107098,49.50472770
39136,Sudomìøice u Tábora,14.65971398,49.50625344
39137,Chotoviny,14.68449703,49.47271881
39142,Ratiboøské Hory,14.76899275,49.45854496
39143,Mladá Vožice,14.80139545,49.52489408
39152,Smilovy Hory,14.87571968,49.53583371
39153,Vodice u Tábora,14.91349863,49.46594978
39155,Chýnov,14.83874541,49.41461391
39156,Tábor 4,14.72988898,49.40108597
39161,Opaøany,14.50436085,49.41002998
39162,Stádlec,14.49517564,49.37554099
39165,Bechynì,14.49148145,49.30389521
39171,Bøeznice u Bechynì,14.50652197,49.25522766
39172,Sudomìøice u Bechynì,14.55336113,49.28897215
39173,Hlavatce,14.62045581,49.29537006
39174,Želeè u Tábora,14.65216881,49.31815010
39175,Malšice,14.58553973,49.34991156
39176,Slapy u Tábora,14.61767328,49.38780342
39181,Veselí nad Lužnicí 1,14.69362836,49.18431906
39191,Borkovice,14.63342692,49.20301518
39201,Sobìslav,14.76004295,49.27913727
39301,Pelhøimov,15.24009839,49.40858085
39401,Rynárec,15.23355255,49.38294337
39402,Dobrá Voda u Pelhøimova,15.20678457,49.36975344
39403,Horní Cerekev,15.33163587,49.31920315
39404,Nový Rychnov,15.37150713,49.38347490
39405,Vyskytná u Pelhøimova,15.36110111,49.42470222
39409,Kojèice,15.25630921,49.47582972
39411,Cetoraz,14.95537745,49.45575016
39412,Obrataò,14.94347134,49.42378242
39413,Kámen u Pacova,15.01484282,49.42273262
39414,Leskovice,15.08549626,49.43071709
39415,Nová Cerekev,15.11350061,49.42218111
39421,Hoøepník,15.10010385,49.51770682
39422,Košetice,15.11539458,49.55847496
39424,Køešín u Pacova,15.04229975,49.58347282
39426,Lukavec u Pacova,14.99604287,49.56548996
39427,Vyklantice,15.04122326,49.55783526
39428,Velká Chyška,15.03683556,49.50902640
39443,Mladé Bøíštì,15.33764670,49.49431260
39444,Želiv,15.21793008,49.52770566
39445,Køelovice u Pelhøimova,15.16409953,49.53424345
39446,Èervená Øeèice,15.16210844,49.50545526
39451,Kalištì,15.30739823,49.59960273
39452,Kejžlice,15.39539118,49.58758277
39456,Senožaty,15.20887289,49.57137069
39459,Koberovice,15.25579706,49.58629302
39461,Božejov,15.15943755,49.35425956
39462,Libkova Voda,15.19590612,49.37531105
39463,Èastrov,15.17546064,49.30968401
39464,Poèátky,15.24275902,49.26470239
39468,Žirovnice,15.19363491,49.26088544
39470,Kamenice nad Lipou,15.09204509,49.32049682
39491,Bohdalín,15.01614754,49.31114416
39492,Mnich,14.98146967,49.29405861
39493,Chválkov u Kamenice n.Lip,14.97189543,49.32919009
39494,Èernovice u Tábora,14.98047041,49.36906855
39495,Køeè,14.91659116,49.38483352
39496,Tìmice u Kamenice n.Lipou,15.03981314,49.35042502
39501,Pacov,15.02938910,49.50179654
39601,Humpolec,15.30245735,49.55347549
39701,Písek 1,14.15177367,49.33979062
39801,Mirotice,14.04354881,49.43038994
39804,Èimelice,14.06033638,49.47681027
39806,Mirovice,14.04575623,49.51976143
39807,Orlík nad Vltavou,14.16195307,49.49986310
39811,Protivín,14.21807035,49.22235545
39815,Tálín,14.21979605,49.25063464
39816,Albrechtice nad Vltavou,14.31121786,49.25652425
39817,Chøešovice,14.29098567,49.32283992
39818,Záhoøí u Písku,14.21083787,49.35069076
39819,Kluky u Písku,14.24413363,49.30994801
39821,Kestøany,14.06713642,49.27483160
39822,Ražice,14.09745651,49.24463066
39831,Èížová,14.09289120,49.35697696
39832,Vráž u Písku,14.11772759,49.39048004
39833,Ostrovec,14.11745427,49.41662101
39834,Kuèeø,14.24486746,49.43007748
39835,Oslov,14.20028447,49.39717357
39842,Veselíèko u Milevska,14.35269740,49.38949395
39843,Bernartice u Milevska,14.36016583,49.36684412
39847,Slabèice,14.33305052,49.32887172
39848,Jetìtice,14.27710396,49.39201875
39851,Sepekov,14.40786939,49.43540365
39852,Nadìjkov,14.47761227,49.50393147
39853,Chyšky,14.42342731,49.52541676
39854,Hrazánky,14.34258538,49.51712735
39855,Kováøov,14.28021068,49.51555150
39858,Kostelec nad Vltavou,14.20625894,49.49826038
39859,Hrejkovice,14.28892428,49.47580359
39901,Milevsko 1,14.33957747,49.48336393
40001,Ústí nad Labem 1,14.00472438,50.65400117
40002,Ústí nad Labem 2,14.06337191,50.66128372
40003,Ústí nad Labem 3,14.05920845,50.64680770
40004,Trmice,13.99688723,50.64302323
40007,Ústí nad Labem 7,14.07435341,50.66833988
40010,Ústí nad Labem 10,13.97768689,50.68654685
40011,Ústí nad Labem 11,14.04207407,50.67678404
40301,Dolní Zálezly,14.04631894,50.59956445
40302,Ústí nad Labem 18,14.07383058,50.59405955
40313,Øehlovice,13.94793648,50.62294193
40317,Chabaøovice,13.93326635,50.66782600
40321,Ústí nad Labem 17,14.08137417,50.62092437
40322,Ústí nad Labem 20,14.10274078,50.65756018
40323,Velké Bøezno,14.18051674,50.65116573
40327,Maleèov u Ústí nad Labem,14.11896132,50.63314289
40331,Ústí nad Labem 16,14.10673389,50.68191167
40332,Povrly,14.15710809,50.68317558
40334,Velké Chvojno,14.04551886,50.73520178
40335,Libouchec,14.03581248,50.76053087
40336,Tisá,14.02137528,50.78935248
40337,Petrovice u Ústí n.Labem,13.95034692,50.77124779
40338,Telnice u Ústí nad Labem,13.95679527,50.72569477
40339,Chlumec u Ústí nad Labem,13.93510165,50.70295735
40340,Ústí nad Labem 19,14.00013072,50.70424707
40502,Dìèín 2,14.27206134,50.78487869
40505,Dìèín 5,14.12209242,50.80296245
40701,Jílové u Dìèína,14.11192542,50.75480061
40702,Modrá u Dìèína,14.08278945,50.76143469
40703,Dobkovice u Dìèína,14.18161371,50.70974042
40711,Dìèín 9,14.19938006,50.74034587
40713,Ludvíkovice,14.25277635,50.80534495
40714,Arnoltice u Dìèína,14.24613667,50.84105743
40715,Srbská Kamenice,14.34225719,50.82418815
40716,Jetøichovice u Dìèína,14.39265774,50.87210515
40717,Høensko,14.25232297,50.87459149
40721,Èeská Kamenice,14.42638334,50.78907127
40722,Benešov nad Plouènicí,14.30942028,50.74507033
40723,Františkov nad Plouènicí,14.33204739,50.72817269
40724,Valkeøice,14.32302711,50.70210862
40725,Verneøice,14.30993568,50.66395622
40729,Velká Bukovina u Dìèína,14.38554244,50.74002365
40741,Dobrná,14.29436346,50.77495675
40742,Markvartice u Dìèína,14.35524925,50.77957145
40744,Chøibská,14.48073592,50.86104060
40745,Kytlice,14.52669377,50.82234568
40746,Krásná Lípa u Rumburka,14.46354344,50.90832458
40747,Varnsdorf 1,14.62573110,50.90872007
40751,Rybništì,14.52346653,50.87208164
40752,Varnsdorf 3,14.56440543,50.90845376
40753,Jiøíkov,14.56579045,50.98768072
40755,Dolní Podluží,14.60066299,50.87196901
40756,Jiøetín pod Jedlovou,14.56892590,50.85651241
40757,Horní Podluží,14.55346554,50.88552630
40760,Brtníky,14.42834603,50.94376675
40761,Staré Køeèany,14.48970996,50.95460796
40777,Šluknov,14.46882001,51.00357003
40778,Velký Šenov,14.38944614,50.98849709
40779,Mikulášovice,14.36253600,50.96174006
40780,Vilémov u Šluknova,14.32614989,50.99120497
40781,Lipová u Šluknova,14.36142944,51.02043147
40782,Dolní Poustevna,14.29984070,51.01360602
40784,Lobendava,14.31088307,51.02028846
40801,Rumburk,14.53977194,50.95709746
41002,Lovosice 2,14.04268169,50.50461806
41101,Žalhostice,14.07596510,50.52386883
41103,Libochovany,14.04754277,50.56689885
41108,Štìtí,14.39955375,50.48361473
41111,Sulejovice,14.04106248,50.49691216
41112,Èížkovice,14.02960150,50.48469283
41113,Tøebenice,13.99237848,50.47320151
41114,Vlastislav,13.95476553,50.50347303
41115,Tøebívlice,13.94286271,50.47329940
41116,Klapý,13.99444375,50.43029399
41117,Libochovice,14.03273421,50.40783455
41118,Budynì nad Ohøí,14.13917447,50.40261021
41119,Mšené-láznì,14.11739370,50.36252230
41120,Øedhoš,14.08230010,50.34818979
41121,Vrbièany,14.08976377,50.46338411
41131,Velemín,13.96510934,50.54774869
41132,Milešov u Lovosic,13.91935202,50.53698078
41133,Prackovice nad Labem,14.02436613,50.56743671
41141,Žitenice,14.15824361,50.57003284
41142,Ploskovice,14.19648475,50.55678988
41145,Úštìk,14.31071824,50.58444156
41146,Libìšice u Litomìøic,14.29651906,50.56426102
41147,Polepy,14.27563623,50.50812845
41148,Køešice,14.22164689,50.52402262
41155,Terezín,14.15456671,50.51169655
41156,Bohušovice nad Ohøí,14.13821356,50.49474869
41162,Sukorady,14.42734660,50.52770116
41164,Vrbice u Roudnice n.Labem,14.27677267,50.48812760
41171,Chodouny,14.26226807,50.47361564
41172,Hoštka u Roudnice n.Labem,14.33582548,50.48795028
41173,Chcebuz,14.42410229,50.48033968
41174,Snìdovice,14.38674930,50.50340316
41181,Brozany nad Ohøí,14.13173335,50.45110932
41182,Doksany,14.16601716,50.45835936
41183,Hrobce,14.22230483,50.44913893
41184,Straškov-Vodochody,14.23996752,50.35314334
41185,Horní Beøkovice,14.35328335,50.36061197
41186,Bechlín,14.34224787,50.41931364
41187,Krabèice u Roudnice n.L.,14.29805385,50.40530960
41201,Litomìøice 1,14.16331616,50.54069655
41301,Roudnice nad Labem,14.23972777,50.41192081
41501,Teplice 1,13.84438984,50.63941817
41503,Teplice 3,13.80173970,50.63527522
41510,Teplice 10,13.85525260,50.66423663
41701,Dubí u Teplic 1,13.78779152,50.69566320
41702,Dubí u Teplic 2,13.80814109,50.67953536
41703,Dubí u Teplic 3,13.78304744,50.66804122
41704,Hrob,13.71955871,50.66038690
41705,Osek u Duchcova,13.66409028,50.64395703
41712,Proboštov u Teplic,13.83075793,50.67186283
41713,Modlany,13.89387212,50.65718474
41722,Háj u Duchcova,13.70634829,50.64024166
41723,Košany u Teplic,13.74659456,50.69340513
41724,Oldøichov u Duchcova,13.74822517,50.63458971
41725,Lahoš,13.76826792,50.62079715
41731,Novosedlice,13.81912538,50.65972868
41741,Krupka 3,13.86209217,50.70872239
41742,Krupka 1,13.88488354,50.67316562
41743,Krupka 4,13.89639552,50.69433914
41752,Hostomice nad Bílinou,13.80887647,50.58949816
41753,Svìtec,13.81290873,50.57047963
41754,Kostomlaty pod Milešovkou,13.87528831,50.55479662
41757,Hrobèice,13.78456184,50.51945033
41761,Bystøany,13.85794941,50.62425518
41762,Rtynì nad Bílinou,13.90811396,50.60258084
41763,Žalany,13.91235071,50.58245219
41765,Ohníè,13.84380074,50.58527768
41771,Zabrušany,13.79187597,50.60814016
41772,Ledvice,13.76332737,50.58763703
41781,Moldava v Krušných horách,13.67277249,50.69975569
41801,Bílina 1,13.75524751,50.55631559
41804,Bílina 4,13.82822894,50.51427589
41901,Duchcov,13.73074842,50.61883603
43001,Chomutov 1,13.38042645,50.47627749
43003,Chomutov 3,13.38731569,50.46855616
43004,Chomutov 4,13.41397961,50.48349830
43101,Spoøice,13.36861175,50.42878820
43102,Zelená,13.30876321,50.44241301
43111,Jirkov 1,13.47044087,50.48704592
43114,Strupèice,13.53245610,50.47419608
43115,Vrskmaò,13.50049066,50.50037939
43121,Boleboø,13.40799744,50.55295659
43132,Kalek,13.31664554,50.57473995
43141,Údlice,13.46222044,50.44516741
43143,Hrušovany u Chomutova,13.49096704,50.39100406
43144,Droužkovice,13.43144683,50.42337121
43145,Bøezno u Chomutova,13.39747478,50.39736345
43151,Klášterec nad Ohøí 1,13.16097989,50.39630873
43153,Pìtipsy,13.35707688,50.31962537
43154,Vilémov u Kadanì,13.32236160,50.29986620
43155,Radonice u Kadanì,13.28830123,50.29353918
43156,Mašov,13.27051322,50.25981106
43157,Chbany,13.43410998,50.33164928
43158,Místo,13.27088177,50.44604551
43159,Vysoká Pec,13.47678054,50.53592291
43163,Perštejn,13.09709216,50.38681371
43182,Hora Svatého Šebestiána,13.23852765,50.53301299
43183,Výsluní,13.21996226,50.47163455
43184,Mìdìnec,13.11274393,50.42046070
43186,Kováøská,13.06700700,50.43643814
43191,Vejprty,13.08254933,50.46099394
43201,Kadaò 1,13.23660895,50.33238306
43401,Most 1,13.64421041,50.48983434
43501,Havraò,13.59931102,50.44730409
43502,Most 9,13.62969231,50.52130254
43511,Lom u Mostu 1,13.64283765,50.62008560
43513,Meziboøí u Litvínova,13.59517019,50.63145179
43521,Obrnice,13.69223521,50.50634233
43522,Braòany,13.70717409,50.54007006
43524,Lužice u Mostu,13.75522416,50.49134071
43526,Beèov u Mostu,13.71782842,50.44041032
43532,Mariánské Radèice,13.67371637,50.57446959
43533,Louka u Litvínova,13.63713496,50.58784740
43542,Litvínov 8,13.56318082,50.59065130
43543,Horní Jiøetín,13.52284864,50.56463551
43545,Nová Ves v Horách,13.48657077,50.59703302
43546,Hora Svaté Kateøiny,13.42253398,50.59605397
43547,Brandov,13.38614911,50.62170415
43601,Litvínov 1,13.58030329,50.63565565
43801,Žatec 1,13.52221248,50.30311869
43901,Èernèice,13.84133311,50.35936838
43902,Cítoliby,13.80646931,50.33366230
43903,Chlumèany u Loun,13.83646284,50.33734158
43904,Høíškov,13.86437338,50.28663446
43905,Panenský Týnec,13.90431710,50.29597837
43906,Vrbno nad Lesy,13.91180685,50.32071501
43907,Peruc,13.97158358,50.34256344
43908,Pátek u Loun,13.94081999,50.37794337
43909,Slavìtín nad Ohøí,13.90851578,50.35232994
43914,Smolnice,13.84757009,50.31212906
43915,Vinaøice u Loun,13.82316449,50.26932647
43921,Koštice nad Ohøí,13.94119517,50.40846685
43922,Chožov,13.86314899,50.39828657
43923,Lenešice,13.75174566,50.38410216
43924,Raná u Loun,13.78627585,50.40924573
43926,Libèeves,13.83576550,50.44393429
43931,Mìcholupy u Žatce,13.54650619,50.26519515
43942,Postoloprty,13.70035056,50.36284172
43949,Staòkovice u Žatce,13.57799237,50.35866651
43965,Høivice,13.72481645,50.28343537
43967,Roèov,13.77190852,50.25001296
43968,Domoušice,13.70793043,50.23152603
43969,Tuchoøice,13.66279145,50.27985944
43971,Nepomyšl,13.31673549,50.22192430
43972,Krásný Dvùr,13.36309231,50.24856718
43975,Liboèany,13.50139819,50.33275527
43981,Kryry,13.43581371,50.17263047
43982,Vroutek,13.38051764,50.18541995
43983,Lubenec,13.30346976,50.12840981
43984,Blatno u Podboøan,13.38784625,50.09215430
43985,Petrohrad,13.44554500,50.12296812
43986,Strojetice,13.49082117,50.17346905
43987,Oèihov,13.45782089,50.19933681
43988,Blšany,13.47332215,50.22372672
44001,Louny 1,13.79685072,50.35499273
44101,Podboøany,13.33991722,50.19639097
46001,Liberec 1,14.99855028,50.78016714
46002,Liberec 2,15.03599016,50.73712649
46005,Liberec 5,15.07882451,50.76543707
46006,Liberec 6,15.06218435,50.74950800
46007,Liberec 7,15.04492222,50.75637617
46008,Liberec 8,15.00964478,50.73930668
46010,Liberec 10,15.00390586,50.76023729
46014,Liberec 14,15.08626178,50.79508303
46015,Liberec 15,15.11657560,50.76930922
46302,Liberec 33,14.97511200,50.78189833
46303,Stráž nad Nisou,15.02590792,50.79177985
46311,Liberec 30,15.09524132,50.73502870
46312,Liberec 25,15.05888703,50.71462283
46331,Chrastava,15.00873832,50.83022871
46334,Hrádek nad Nisou,14.86870460,50.84283268
46342,Hodkovice nad Mohelkou,15.10495513,50.66142432
46343,Èeský Dub,14.99732057,50.67691326
46344,Sychrov,15.07492113,50.62961497
46345,Pìnèín u Liberce,15.05191890,50.60334754
46346,Pøíšovice,15.07248671,50.57679566
46348,Všelibice,14.94386918,50.63480489
46352,Oseèná,14.90957218,50.68622500
46353,Køižany,14.86925350,50.76207392
46361,Raspenava,15.13188916,50.88853468
46362,Hejnice,15.23004871,50.86085662
46365,Nové Mìsto pod Smrkem,15.23679553,50.93188011
46367,Øasnice,15.19249653,50.96216228
46373,Habartice u Frýdlantu,15.05947354,50.99608412
46401,Frýdlant v Èechách,15.07158177,50.94097367
46601,Jablonec nad Nisou 1,15.17929787,50.72008268
46602,Jablonec nad Nisou 2,15.18944576,50.73959788
46604,Jablonec nad Nisou 4,15.17370252,50.74681150
46605,Jablonec nad Nisou 5,15.14437255,50.74518596
46606,Jablonec nad Nisou 6,15.17521193,50.70921294
46801,Jablonec nad Nisou 8,15.18547021,50.69906123
46802,Rychnov u Jablonce n.Nis.,15.15146039,50.68035558
46803,Rádlo,15.12903154,50.70585338
46804,Jablonec nad Nisou 7,15.12759820,50.73206230
46811,Janov nad Nisou,15.16691701,50.77393224
46812,Bedøichov u Jablonce n.N.,15.16141803,50.81356855
46821,Bratøíkov,15.23266853,50.68619068
46822,Železný Brod,15.24372341,50.65254873
46824,Držkov,15.30189265,50.68926467
46825,Zásada,15.27356613,50.70095139
46826,Hu,15.23803302,50.70103283
46827,Nová Ves nad Nisou,15.21638315,50.72493666
46833,Jenišovice u Jabl.n.N.,15.13237790,50.63207782
46841,Tanvald,15.30103883,50.74068450
46843,Albrechtice v Jiz.horách,15.27008187,50.78615003
46844,Josefùv Dùl u Jabl.n.N.,15.21594624,50.78575578
46845,Velké Hamry,15.30452714,50.71953494
46846,Plavy,15.32206680,50.70422304
46847,Zlatá Olešnice,15.35209545,50.69948095
46848,Pøíchovice,15.35643463,50.74165831
